Ticker,ISIN,Industry,TR_WomenEmployees,TR_AvgTrainingHours,TR_TradeUnionRep,TR_AnalyticLostDays
JXIW,DI8JR18BTEV5,Diversified industries,0.17,0.31,0.76,0.68
ZXEH,CJ2TIC39X034,Diversified industries,0.56,0.96,0.28,0.12
JQI,QPXU2HE5ESC2,Electric utilities and IPPs,0.41,0.53,0.62,0.36
VBOP,ZJ1ADII7I2M8,Electric utilities and IPPs,0.42,0.21,0.84,0.45
BOD,XW3LGOIP18A5,Electronic equipment and parts,0.38,0.85,0.43,0.26
QME,WTKD1R1YV086,Food and drug retailing,0.14,0.88,0.9,
IVCS,PZOVXZ5AED77,Healthcare equipment and supplies,0.41,0.17,0.59,0.75
CXQ,SJZPDRP3MYM1,Industrial conglomerates,0.63,0.14,0.63,0.52
CTN,ZG1TINT16D72,Insurance,0.65,0.5,0.14,0.63
LAN,ETUDWWJWJPF5,Insurance,0.57,0.1,0.36,0.89
KBB,HE2NZ747Y872,Investment banking and investment services,0.44,0.44,0.86,0.18
KJF,HCOKIGXB9ZF7,Investment banking and investment services,0.61,0.64,0.15,0.52
SUO,BYLJRD7UQ595,Investment holding companies,0.47,0.93,,0.52
ZWO,CTX54VV7W7U7,Investment holding companies,0.88,0.64,0.15,0.25
BGBQ,MIUJEA5V00X9,Media and publishing,0.61,0.19,0.18,0.94
DCR,EHWG1VIEF4H7,Media and publishing,0.56,0.06,0.69,0.61
HKD,NVQUXM3Q00W2,Metals and mining ,0.14,0.54,0.63,0.61
KARJ,LZKO8NDPI8E7,Metals and mining ,0.03,0.66,0.28,0.95
EIYE,FRHJW9340LS2,Natural gas utilities,0.44,0.73,,0.75
ILF,SCC00VJLJCD7,Natural gas utilities,0.88,0.22,0.67,0.15
JDD,HTWOWPJWOEY6,Office equipment,0.96,0.08,0.28,0.6
VONZ,JLB6A9A24WH5,Oil and gas,0.3,0.21,0.44,0.97
RANW,SHEE6TS1X804,Oil and gas related equipment and services,0.46,0.88,0.43,0.15
UUC,IX2U1AU9WV42,Oil and gas related equipment and services,0.73,0.75,0.18,0.26
XRMD,PTQ0OKMY1BF8,Oil and gas related equipment and services,0.42,0.85,0.01,0.64
ZWDF,KZNQZZ36YBI8,Paper and forest products,0.03,0.71,0.47,0.71
ENAY,NH16SLDZJOX7,Personal and household,0.72,0.31,0.46,0.43
RTNX,MASC59J9EPJ9,Personal and household,0.59,0.51,0.46,0.36
CRGK,IBXAU4AFN2K5,Pharmaceuticals,0.51,0.98,0.28,0.15
FWL,PFW364WW01N5,Pharmaceuticals,0.2,0.34,0.77,0.61
GLMO,KC03RUG5OGP4,Pharmaceuticals,0.98,0.17,0.18,0.59
RYDC,XCILE61TPBR0,Professional and commercial services,0.64,0.1,0.32,0.86
LCAT,WHSR5CB9W4M7,Renewable energy,0.87,0.37,0.07,0.61
PUVO,QSP5DKI8SM38,Specialty retailers,0.66,0.55,0.71,
VZR,HQ667KXLSJW4,Specialty retailers,0.06,0.33,0.6,0.93
YMB,ZC83O0V7W7I1,Telecommunications services,0.11,0.8,0.29,0.72
ZQL,ODCQUJCUKTR1,Telecommunications services,0.55,0.17,0.8,0.4
QDB,HX4JKE5HNVK1,Transport infrastructure,0.95,0.14,0.7,0.13
YEUQ,WD9PLGRFGR86,Transport infrastructure,,0.61,0.64,0.67
YLKY,OYBY2IB1DS13,Transport infrastructure,0.14,0.64,0.58,0.56
ZSX,HDZJ5ZZKGTS9,Transport infrastructure,0.29,0.43,0.53,0.67
EGOZ,XY0U0T3T8W36,Water and related utilities,0.4,0.07,0.94,0.51
FAVU,PQXN2JBNEPH3,Passenger transportation services,0.85,0.29,0.35,0.43
RJN,PLO3QNOL45H2,Collective investments,0.27,0.91,0.66,0.07
FDWS,CXI2FCLZ2A09,Aerospace and defense,0.99,0.05,0.78,0.09
TCR,REAZJC08WAL1,Automobiles and auto parts ,0.67,0.28,0.5,0.46
RKC,FOHBYEYT4Q23,Banking services,0.64,0.42,0.22,0.63
CRE,JCDDPM4APZY5,Chemicals ,0.61,0.2,0.13,0.97
GQM,DARLFQ7605W3,Chemicals ,0.12,0.56,0.52,0.71
VID,CVC8J9KKB8Q7,Chemicals ,0.48,0.3,0.28,0.85
ZCLY,CH4A5CIJVEM8,Chemicals ,0.49,0.26,0.79,0.37
HUP,TKT4NZPTSJU4,Coal ,0.33,0.76,0.72,0.1
GOF,VPV5KSUCOZ47,Collective investments,0.27,0.73,0.1,0.81
ZVU,OEZ9OOH0CSN2,Communications and networking,0.05,0.92,0.88,0.06
GFF,FNRPGIWR0E86,"Computers, phones and household electronics ",0.77,,0.28,0.86
LFN,BQIR93PUFVJ8,"Computers, phones and household electronics ",0,0.75,0.5,0.66
WNZ,HPFQ7OE01888,"Computers, phones and household electronics ",0.54,0.81,0.11,0.45
FCIG,AI8YK633ZEJ5,Construction materials ,0.33,,0.93,0.65
GLQU,TTJIPI5HFM07,Diversified industries,0.4,0.04,0.83,0.64
YSL,MKFU8ZO9GKF0,Diversified industries,0.68,0.94,0.11,0.18
AOQH,IJ8IDXYNFDJ3,Electric utilities and IPPs,0.56,0.43,0.53,0.39
EYPR,FTH8D6O5W2M1,Electric utilities and IPPs,0.81,0.5,0.25,0.35
OEKU,AIA1EMWG29L8,Electric utilities and IPPs,0.67,0.1,0.5,0.64
PNO,PJ92Y8LU6YF9,Electronic equipment and parts,0.28,0.76,0.83,0.04
RNIY,XCJWXYLLC7D4,Electronic equipment and parts,0.8,0.18,0,0.93
UQN,ZJO5UDH6H4E5,Electronic equipment and parts,0.28,0.44,0.38,0.81
NHPC,LB2FLO27CMY4,Freight and logistics services,0.39,0.52,0.64,0.36
BGML,UJBKHZ2H8VP1,Healthcare equipment and supplies,,0.6,0.5,0.81
JZLP,ZOQ37SGPTLS5,Healthcare equipment and supplies,0.56,0.67,,0.68
NVNY,YLRA8821K8M8,Homebuilding and construction supplies,0.53,0.75,0.29,0.34
SKH,JDIGDKWKZH49,Hotels and entertainment services,0.02,0.66,0.52,0.71
QSM,ISVKXAJLEC49,Household goods,0.35,0.37,0.32,0.87
EBYD,DOQQ1K0SNQ32,Industrial conglomerates,0.63,0.49,0.4,0.39
IPZH,ISGJNHKMXB07,Industrial conglomerates,0.7,0.15,0.2,0.86
LIZ,CCC0HZQXO7G3,Industrial conglomerates,,0.54,0.97,0.4
QHP,KJY1YXR5QBD0,Investment banking and investment services,0.38,0.39,0.51,0.63
SAGF,BH798LH5BRZ6,Investment banking and investment services,0.81,0.38,0.6,0.12
GGM,IGOB6ZG2O2L5,Investment holding companies,0.54,0.46,,0.91
EERL,EYD47A6VNQC5,Leisure products,0.01,0.49,0.89,0.52
KQVE,TKR1NPURY7Z3,Leisure products,0.89,0.87,0.09,0.06
AMG,SNC2ZJSPWXP7,Media and publishing,0.37,0.45,0.33,0.76
GOG,HAD7VKG1J505,Media and publishing,0.61,0.61,0.31,0.38
BBHR,QW97M5JBDJ60,Metals and mining ,0.92,0.19,,0.8
BTZ,XNPZU360HNJ6,Metals and mining ,0.81,0.49,0.28,0.33
BZZS,KLGIJD4TG3U1,Multiline utilities,0.33,0.49,0.14,0.95
DLZ,PE0ZUO6AKVD2,Paper and forest products,0.27,0.16,0.59,0.89
OAHS,WCUALYVITIM4,Personal and household,0.42,0.58,0.87,0.04
RHM,PUTMPIF52PV9,Personal and household,0.91,0.16,0.32,0.52
MQIX,GR9HTBR30OL4,Pharmaceuticals,0.31,0.02,0.81,0.77
DBU,AZINF0JN2MA0,Professional and commercial services,0.61,0.95,0.31,0.04
OYIO,ZL0SCSCY3FM3,Professional and commercial services,0.19,0.04,0.8,0.88
DAMK,AVJBC57UL4P8,Real estate operations,0.65,0.79,0.35,0.12
FIYH,GIJ5QWD2K7F2,Telecommunications services,0.05,0.63,0.48,0.75
KQFG,EXO5V62PGSF8,Telecommunications services,0.2,0.91,0.43,0.37
KVRM,VMJQUYVP21Z1,Telecommunications services,0.33,0.38,0.85,0.35
HZEY,IDZ5N3SGLSB4,Water and related utilities,0.13,0.82,0.1,0.86
UEG,ZQJ9SD38BFB3,Water and related utilities,0.11,0.52,0.6,0.68
GOC,CPJS09USBB94,Automobiles and auto parts ,0.04,0.87,0.99,0.01
HOWG,YCZPE84KPYV4,Automobiles and auto parts ,0.11,0.83,0.95,0.02
SXN,AGIYAAY1AMJ0,Beverages,0.35,0.48,0.59,0.49
PEW,SB2UHM9VAYK2,Biotechnology and medical research,0.26,0.43,0.53,0.69
DKR,LV8Z3IOWDJJ4,Communications and networking,0,0.75,0.95,0.21
TLK,RCRZYSEEMIV7,"Computers, phones and household electronics ",0.55,0.21,0.97,0.18
GGYB,EYLMT5IRLA55,Containers and packaging ,0.61,0.66,0.45,0.19
FNYI,IFXKALL4LTN9,Diversified industries,0.67,0.32,0.44,0.48
JXR,SR4UC7PLJ3Q9,Diversified industries,0.38,0.37,0.65,0.51
LXC,SV6KFOCHM773,Diversified industries,0.81,0.1,0.76,0.24
SAJX,FSSP5CTHEGJ2,Diversified retail,0.96,0.57,0.11,0.27
JBK,EZ6N158M1AS0,Freight and logistics services,0.96,0.17,0.78,
VMY,YE0XKEXOYDS0,Freight and logistics services,0.77,,0.97,0.17
UFV,UWUVYOXU1H54,Healthcare equipment and supplies,0.28,0.4,0.7,0.53
PAMT,TFV7XFSOVHZ9,Healthcare providers and services,0.66,0.34,0.21,0.7
RUP,BJOC1ECTHJ95,Healthcare providers and services,0.64,0.36,0.45,0.46
PMZH,YNO26AQDFW24,Hotels and entertainment services,0.76,0.23,0.75,0.17
UOZX,IQ3OENQTZPL2,Industrial conglomerates,0.81,,0.86,0.24
CHB,FB1AJXM3GLZ1,Investment holding companies,0.43,0.63,0.16,0.69
HHF,IUG3QNANAH97,Investment holding companies,0.21,0.01,0.72,0.97
FXW,BK7A82EVX7P5,Leisure products,0.23,0.84,0.37,0.47
YJGJ,NPRJVVAIUE60,Metals and mining ,0.3,0.57,0.53,0.51
HQS,SUSLKAMUYGG2,Personal and household,0.76,0.62,0.37,0.16
AWLA,HO8QYHFSGQ88,Pharmaceuticals,0.47,0.29,0.85,0.3
YLAL,QRIHR1CA8RC3,Pharmaceuticals,0.23,0.52,0.22,0.94
ZYB,YTC8RXW5BQR9,Renewable energy,0.75,0.76,0.18,0.22
IQFK,TEIYVTD1SOB8,Semiconductors,0.48,0.67,0.22,0.54
LHT,CI7E1896DID0,Semiconductors,0.64,0.26,0.58,0.43
NJN,KGOLND3VHY26,Software and IT services,0.36,0.58,0.97,
SSZ,CWN4KU2NZYD3,Software and IT services,0.89,0.37,0.19,0.46
HRBA,VBDHL5S80PR1,Specialty retailers,0.66,0.36,0.65,0.24
RCTV,JVJL8WWJNZD4,Specialty retailers,0.21,0.51,0.77,0.42
BVAW,BNQ8J11NZC99,Telecommunications services,0.85,,0.63,0.43
EOAP,LHB4H1P9GKF6,Transport infrastructure,0.33,0.99,0.58,0.01
GBTO,NORJD8J338K9,Transport infrastructure,0.29,0.44,0.47,0.71
PEFK,YZY1P43XWCN8,Transport infrastructure,0.95,0.16,0.26,0.54
GWYC,VE48WJ4PF7J1,Uranium,0.26,0.43,0.76,0.46
PDZF,YCABMP4FVBQ4,Uranium,0.63,0.59,0.43,0.26
JOSD,DWD8GJJEZR33,Water and related utilities,0.78,0.08,0.1,0.95
OKN,RIE2SOOUPOI0,Food and drug retailing,0.47,0.62,,0.82
NCCL,OJFXZ6F1XXO3,Multiline utilities,0.48,0.59,0.17,0.67
RHZN,KGG5701Q3YV4,Passenger transportation services,0.94,0.15,0.82,
BSHC,DZ9CYQHQKCR4,Banking services,0.27,0.93,0.39,0.31
CXR,YCUZW9A10C44,Automobiles and auto parts ,0.56,0.72,0.52,0.1
PQZ,ZXIQQA31CPR4,Automobiles and auto parts ,0.87,0.4,0.12,0.51
ABVY,PX6HPVIZI2K7,Banking services,0.98,0.37,0.55,
JYD,MU58A72IQWJ7,Biotechnology and medical research,0.47,0.31,0.88,0.24
JZNB,AO42EA3MG466,Biotechnology and medical research,0.17,0.9,0.13,0.7
HMR,JEUDV8KJ3P52,Construction and engineering,0.64,0.18,0.74,0.34
CVRL,CENSR8K1NAD1,Electronic equipment and parts,0.93,0.54,0.42,0.01
TEF,THKZX7N4H9O6,Electronic equipment and parts,0.93,0.02,0.66,0.29
GOW,TMI6H1N5EXF6,Multiline utilities,0.49,0.61,0.71,0.09
UYMX,FC6BN7HN9BW2,Natural gas utilities,0.44,0.14,0.32,1
EMO,LH61JV06ADQ4,Oil and gas,0.86,0.41,0.14,0.49
VOKJ,STFQIZG9J2W8,Oil and gas,0.33,0.69,0.68,0.2
ITYY,OZP0JD744N76,Oil and gas related equipment and services,0.84,0.66,0.35,0.05
YBG,EJ18UNIEIWQ1,Oil and gas related equipment and services,0.7,0.65,0.08,0.47
MGC,GTXLQYMB18D1,Paper and forest products,0.51,0.9,0.42,0.07
FTP,ERJN02YG7AD6,Residential and commercial REITs,0.91,0.94,,0.05
LBTT,NQHKEY6KOXG9,Telecommunications services,0.34,0.25,0.4,0.91
BCWZ,AQL502PS0OT8,Textiles and apparel,0.47,0.59,0.52,0.32
MXHL,EBZI8K44T250,Textiles and apparel,0.2,0.68,0.76,0.26
PPTJ,WHXC8I66GEF2,Textiles and apparel,0.17,0.52,0.91,0.3
OUSF,XTQ80TGUT6C6,Uranium,0.48,0.4,0.93,0.09
NPHM,JPFG7L82Y402,Aerospace and defense,0.71,0.25,,0.94
STFN,QDTT1DFUL8K5,Aerospace and defense,0.36,0.87,0.44,0.23
YDT,AKPV3CDZ8MB8,Automobiles and auto parts ,0.88,0.54,0.29,0.19
WWEH,OOP623OVLF33,Banking services,0.59,0.34,0.15,0.82
LHHU,KGNATXDM4B17,Beverages,0.28,0.21,0.45,0.96
RWK,BD1HV8A8OZG2,Beverages,0.04,0.83,0.64,0.39
QOSO,PRH0H3XW0JG5,Biotechnology and medical research,0.8,0.23,0.01,0.86
HCAP,QTGAOD2B5IQ2,Chemicals ,0.38,0.1,0.48,0.94
UEUA,UASSW18UGOQ1,Chemicals ,0.32,0.39,0.22,0.97
FQJQ,FV9M1Y5DC141,Coal ,0.14,0.94,0.45,0.37
KHE,WO7KPJWXHYD0,Coal ,0.7,0.62,,0.58
PCR,BDVN2XP8EJ42,Coal ,0.06,0.7,0.28,0.86
TVZ,DZ7VI9L48MU6,Coal ,0.95,0.7,0.11,0.14
ZBGT,ZMAAL7TJJ7K4,Coal ,0.43,0.19,0.29,0.99
HWAS,FQ3GR22CRM54,Collective investments,0.35,0.19,0.36,1
SZOI,GUD1QF1OQ2P0,Collective investments,0.48,0.1,0.8,0.52
EOEU,AKJVO8E02ED9,"Computers, phones and household electronics ",0.96,0.59,0.34,0.01
YQZ,YIYDHB35EAZ1,"Computers, phones and household electronics ",0.6,0.24,0.14,0.92
JKU,IB4LW145RPR3,Construction materials ,,0.79,0.74,0.37
EXEH,CK4ONEO4U4P4,Containers and packaging ,0.82,0.62,,0.46
JNBT,JBI636XXX7V2,Containers and packaging ,0.05,0.24,0.73,0.88
UFD,AU3NBQCH8K67,Containers and packaging ,0.9,,0.71,0.29
DBH,AMCBDFVLD3T0,Diversified retail,0.23,0.43,0.74,0.5
QIO,WV8AMSPS8VY0,Electric utilities and IPPs,0.63,0.09,0.42,0.76
NBU,MNAW5KOSW9X2,Electronic equipment and parts,0.93,0.11,,0.86
ETC,APL6IJQZA1O7,Food and drug retailing,0.45,0.97,0.08,0.4
KMF,ACIT2CMNOF38,Food and tobacco,0.75,0.27,0.26,0.62
OWGT,HM3AM6JJHCU1,Food and tobacco,0.83,0.02,0.72,0.33
FSN,BLMJDWANLJQ5,Freight and logistics services,0.38,0.62,0.23,0.67
QSXQ,SLCTLPM0MX36,Freight and logistics services,0.21,0.02,0.86,0.81
UHP,OWXZDYABTNB9,Freight and logistics services,0.35,0.85,0.5,0.2
GRCW,DLPBHLXZJB66,Healthcare providers and services,0.64,0.25,0.34,0.67
KDMM,TU4WQPC24SF9,Healthcare providers and services,,0.98,0.26,0.66
PWV,VUFNDALTDWR0,Homebuilding and construction supplies,0.73,0.84,0.27,0.06
WBJR,YQFZR4YV5E94,Homebuilding and construction supplies,0.36,0.93,0.13,0.48
DAJK,AC8TF1YJ3FZ2,Hotels and entertainment services,0.52,,0.86,0.52
MTLA,XPF9Y1QYGY47,Household goods,,0.5,0.52,0.88
BVPU,VDXWA50CDAZ7,Industrial conglomerates,0.29,0.95,0.45,0.21
DTH,FA2A6HLV1CV3,Industrial conglomerates,0.01,0.76,0.27,0.86
XSVP,PM1U23VQTFL3,Insurance,0.2,0.95,0.25,0.5
UJHA,VWAJ9USV2T24,Investment banking and investment services,0.83,0.36,0.5,0.21
VHUH,ISIFUCWEPBX8,"Machinery, tools, heavy vehicles, trains and ships",0.9,0.31,0.55,0.14
BLGA,PHV69DH38LA0,Media and publishing,0.32,0.15,0.89,0.54
VKDN,GQLP6VBSDP60,Media and publishing,0.3,0.31,0.98,0.31
IXT,IDX1ISMSQI37,Metals and mining ,0.54,0.14,0.76,0.46
JJFD,OGMUAJOC5482,Metals and mining ,0.17,0.58,0.72,0.43
UXQH,CP3IKPVBNJB9,Multiline utilities,0.56,0.04,0.57,0.73
OOC,DOJA43Z26JP6,Paper and forest products,0.18,,0.98,0.74
DOX,QDC992W4E6W6,Passenger transportation services,0.45,0.26,0.6,0.59
YLZ,YSPHOK26FFE8,Passenger transportation services,0.55,0.69,0.66,
EAMI,PCHY8DQ70UW6,Personal and household,0.91,0.33,0.35,0.31
VRU,CAI0YDWHN5M8,Pharmaceuticals,0.33,0.94,0.02,0.61
KEYT,XWKENAIKXLV9,Real estate operations,0.78,0.01,0.24,0.87
ZOWC,XMW1E6MQS299,Semiconductors,0.02,0.48,0.86,0.54
DRUS,DVH1UIMWBEL9,Software and IT services,0.87,0.09,0.06,0.88
EVOO,LGGG8NMTZP00,Textiles and apparel,0.5,0.13,0.91,0.36
FBE,TMUB6D42Z4B3,Textiles and apparel,0.14,0.35,0.96,0.45
ABY,JCCWLZHPM1L1,Transport infrastructure,0.27,0.94,0.46,0.23
IQT,ZWHJUBYN1HC3,Uranium,0.27,0.73,0.44,0.46
KXXY,MHKP3UIDAK49,Uranium,0.24,0.22,0.5,0.94
IRY,IV137WKDDF07,Diversified retail,0.41,0.69,0.39,0.41
BBW,GGMZRIZEMD07,Aerospace and defense,0.5,0.31,0.45,0.63
KRQT,YBHZ3AR1SFY8,Banking services,0.9,0.72,0.1,0.17
IXC,CBLMI7LV1E52,Beverages,0.91,0.33,0.32,0.33
XOI,TCE8SU5DTW64,Beverages,0.63,0.44,0.5,0.32
IHDU,HOFNIDX50YQ4,Chemicals ,0.1,0.71,0.54,0.54
WNLJ,MN02FGURILK6,Chemicals ,0.32,0.18,0.53,0.86
AVEO,JF6WJXT9GTO6,Communications and networking,0.16,0.66,0.8,0.27
SYP,NJST9ZHPILW6,Communications and networking,0.65,,0.55,0.69
ECU,VC68GTIA19I5,Construction materials ,0.92,0,0.31,0.66
JEBX,KH3ZVUIC18F9,Diversified industries,0.22,0.52,0.34,0.81
MEDG,YYVV1KNNZMY1,Diversified industries,0.88,0.11,0.9,0
WZU,GQ6KA51FK9N7,Diversified industries,0.75,0.19,0.06,0.89
FELF,QPEV8C35Q303,Diversified retail,0.49,0.31,0.3,0.79
XOY,VV2A2TI22UH5,Electric utilities and IPPs,0.03,0.61,0.9,0.35
ZTTU,LV6227STKMM1,Electric utilities and IPPs,0.48,0.75,0.53,0.13
CNJS,ZH6TSV4IUVQ1,Electronic equipment and parts,0.05,0.41,0.81,0.62
OBC,MXUHZ7AR2NG2,Electronic equipment and parts,0.64,0.5,0.18,0.57
TTA,DRIORCT2WJD0,Electronic equipment and parts,0.23,0.6,0.43,0.63
WDU,EGI0APKSEPO8,Food and tobacco,0.6,0.6,0.06,0.63
XFTM,OLMOVUGEIJZ3,Food and tobacco,0.18,0.67,0.29,0.75
CJW,RNU78229NIK2,Freight and logistics services,0.59,,0.38,0.92
YMF,IKNUZ65NBIZ4,Freight and logistics services,0.53,0.72,0.01,0.63
FOP,SDSHWE3FVNI8,Healthcare providers and services,0.85,0.22,0.26,0.56
EJOT,GL2O4LDZROK9,Hotels and entertainment services,0.86,0.8,0.17,0.06
VUV,ZGX6YZCFJ7C9,Hotels and entertainment services,0.9,0.52,0.39,0.08
JKBL,CAKU2X9VTAV8,Industrial conglomerates,0.89,0.16,0.36,0.48
GJP,UW5AOER2WU77,Insurance,0.19,0.82,0.88,
WYL,ZDVOG501ZD75,Insurance,0.13,0.39,0.64,0.73
SHI,WAUNBIO8QCC2,Investment banking and investment services,0.56,0.34,,0.99
TBWW,WQ08UGP3MN36,"Machinery, tools, heavy vehicles, trains and ships",0.37,0.81,0.03,0.68
PBO,BLQ6E7XRW1L7,Metals and mining ,0.1,0.68,0.26,0.85
RKB,EPZ8SCFNC9Y1,Metals and mining ,0.04,0.91,,0.94
DQXQ,OZ0M22TMP6T6,Natural gas utilities,0.62,0.48,0.43,0.36
FPTF,GAN334LE4WW5,Office equipment,0.28,0.55,0.39,0.67
KGER,JDET86VG1AS8,Office equipment,0.98,0.35,0.42,0.14
MGLU,TYOMYBQV2Z54,Office equipment,0.8,,0.24,0.85
MZKP,CW00M23M20V6,Oil and gas,0.32,0.24,0.36,0.97
DJQ,PPSDRO66EI72,Personal and household,0.09,0.18,0.74,0.88
GTC,GOUA8DA8GIH0,Renewable energy,0.65,0.32,0.26,0.66
NXX,RITRF1M4MY78,Renewable energy,0.56,0.42,0.39,0.52
SMLS,YJOI69F4U3E7,Semiconductors,0.29,0.67,0.66,0.27
BUWE,OJR40TY0GO12,Software and IT services,0,0.79,0.19,0.91
CPY,VXB7P42ELY43,Software and IT services,0.6,0.06,0.67,0.56
LOML,NBDVXQLB0MQ6,Specialty retailers,,0.54,0.99,0.36
NION,HRQHHRYT02R1,Specialty retailers,0.17,0.55,0.84,0.33
JUP,MEBZHH4VKKU3,Telecommunications services,0.48,0.32,0.57,0.52
MYRH,PKH72K3QVMV2,Transport infrastructure,0.38,0.89,0.49,0.13
YGZP,NXLR5HK89KG2,Transport infrastructure,0.26,0.49,0.23,0.91
DPVX,GRV63LC4SPC7,Uranium,0.14,0.36,0.58,0.81
JZJK,PYQDG6QZTNH9,Uranium,0.64,0.39,0.3,0.56
PEDX,OV6R1Q38W0N0,Uranium,0.24,0.57,0.56,0.52
DPS,GMNX00RO8WY4,Banking services,0.73,0.59,0.35,0.22
MDZ,XCVXXRCL4512,Chemicals ,0.79,0.18,0.85,0.07
PUV,CEHLEU8MQU32,Chemicals ,0.85,0.29,0.48,0.27
LOD,KR05J42P0QC5,Coal ,0.15,0.45,0.59,0.7
RZGD,TNNPILXZHRI6,"Computers, phones and household electronics ",0.69,0.43,,0.77
OQE,YLDMQZGNQHE7,Construction and engineering,0.97,0.15,0.44,0.33
OKRS,STKA1QV5HD87,Electronic equipment and parts,,0.5,0.98,0.41
DNKO,IT18U00U4RX9,Food and tobacco,0.7,,0.78,0.41
FWQ,RSUPBFEWMXE8,Healthcare providers and services,0.98,0.36,0.21,0.34
BSK,FBU0WSAO7A15,Hotels and entertainment services,0.98,0.41,0.5,
AXKV,FOMYZJAB2VZ0,Industrial conglomerates,0.6,0.73,0.13,0.43
WVN,XXE23M0QTMH7,Insurance,0.08,0.21,0.88,0.72
EFIX,KI5UMWN1MCI1,Multiline utilities,0.22,0.96,0.45,0.26
ZMWS,YGPGS9WA8F25,Multiline utilities,0.31,0.57,0.79,0.22
AEKV,UJ78189MV681,Natural gas utilities,0.99,0.06,0.14,0.7
CGCA,AGPNWAICN8L9,Office equipment,0.79,0.38,0.72,
GEE,ZXW2SWO3V232,Office equipment,0.05,0.36,0.94,0.54
GHZN,JIU1SIEZ9YG2,Office equipment,0.21,0.56,0.42,0.7
UUV,QZKIA0JSQ1V0,Oil and gas,0.57,0.83,0.21,0.28
VDWJ,ICX2REHI0T22,Oil and gas,0.48,,0.67,0.74
SGXH,USFA8GHY5VZ8,Oil and gas related equipment and services,0.83,0.95,,0.11
GLT,SMO7TV01JZP4,Passenger transportation services,0.19,0.51,0.97,0.22
QDZ,WLU68TL6HPQ6,Personal and household,,0.68,0.99,0.22
JUK,VZ31H8SSO6H8,Professional and commercial services,,0.57,0.86,0.46
GYK,BWTE5D5337U6,Real estate operations,0.94,0.77,0.17,0.01
BNPP,LHF8RQG7XRH9,Renewable energy,0.4,0.92,0.39,0.18
VDK,TAGKTEVWZ2Y1,Residential and commercial REITs,0.93,0.53,0.36,0.07
TYPX,ZS7X11QDQAS0,Semiconductors,0.56,0.53,0.62,0.18
AWS,AC8WURAC7BR7,Software and IT services,0.33,0.82,0.47,0.27
AQI,UAGB80HD86N7,Telecommunications services,0.44,0.77,0.61,0.07
NPZ,KPTXVLGEI3Y6,Uranium,0.66,0.8,0.28,0.15
LQXG,JV6BMAG71768,Water and related utilities,0.78,0.2,0.86,0.05
OCLH,RC2W3AOHBPN9,Water and related utilities,0.22,0.6,0.57,0.5
OXY,TQ7LTNJQYSX5,Diversified industries,0.55,0.39,0.26,0.68
WYPG,GK8AQY05YK29,Banking services,0.76,0.33,0.71,0.08
JFWY,DQKMFPEWR803,Beverages,0.75,0.6,0.31,0.22
QDL,BTEDU2E52Y48,Chemicals ,0.35,0.46,0.91,0.16
ZZNV,CDJ2AKWP1RW8,Chemicals ,0.86,0.23,0.07,0.72
WYBF,XJ5PQEBS0FF2,"Computers, phones and household electronics ",0.27,0.39,0.79,0.43
IPB,LHDMTPZITBT8,Construction and engineering,0.45,0.82,0.05,0.56
PMWB,SN2DF2P7K5N1,Construction materials ,0.62,0.77,0.26,0.23
IQN,SJFUTSRF0S52,Containers and packaging ,0.61,0.49,0.51,0.27
HNU,WYZ706AYU6G8,Electronic equipment and parts,0.93,0.86,0.05,0.04
KMCR,ZB3HFM13D330,Electronic equipment and parts,0.98,0.87,0.02,0.01
KMXO,AJD44HREIPT8,Freight and logistics services,0.33,0.43,0.78,0.34
HEW,CDEGMU5PVPV1,Household goods,0.42,0.68,0.71,0.07
RZHR,VLNDEZ8A6FU4,Household goods,0.1,0.49,0.51,0.78
FVT,BZ0E55SOTM53,Insurance,0.4,0.53,0.21,0.74
ZLC,CTBXSCSYD9I4,Investment holding companies,0.41,0.63,0.77,0.07
KDQA,JEMPVOMZCBY9,Leisure products,0.34,0.75,0.33,0.46
PZVI,LM6L0F8612M1,Leisure products,0.92,0.04,0.37,0.55
IHVO,PKDTI3H12FD6,Metals and mining ,0.55,0.75,0.33,0.25
UTX,ZDSARN5W3349,Oil and gas,0.79,0.42,0.62,0.05
FPHD,WF6R7CA3J8B6,Paper and forest products,0.17,0.89,0.81,0.01
VIWW,JACHG76OQ9H6,Semiconductors,0.31,0.48,0.32,0.77
LLBX,NOVFYONJX0B0,Specialty retailers,0.87,0.1,0.57,0.34
ZHET,NZV8YAI9CS65,Telecommunications services,0.06,0.74,0.98,0.1
IMVW,PRZGE8V31U89,Uranium,0.02,0.48,0.6,0.78
FWE,VO33EQY6WSB8,Water and related utilities,0.21,0.61,0.95,0.11
MXSJ,DLNOWD1YM7W0,Automobiles and auto parts ,0.53,0.42,0.93,
TPH,WKXRD399TI20,Automobiles and auto parts ,0.43,0.81,0.64,
ILE,BHTES54YBWM4,Coal ,0.33,0.05,0.69,0.81
CNGH,KNRGOZGILF30,Collective investments,0.45,0.15,0.32,0.96
RKK,CVPKRNM9CJW2,Collective investments,0.3,0.98,0.21,0.39
AGM,UMNHFC0SP7A9,Communications and networking,0.74,0.25,0.41,0.48
EOLU,HE0E75BVPWH5,Communications and networking,0.43,0.83,0.39,0.23
YKCH,SYIGZTCNJJW5,Communications and networking,0.86,0.14,0.05,0.83
